week_start,n_comments,mean_compound,median_compound,std_compound,aspect
2024-04-29,19,0.20367894736842104,0.2895,0.42164303172094564,Team mgmt
2024-05-06,1,-0.52,-0.52,,Team mgmt
2024-05-13,1,0.5542,0.5542,,Team mgmt
2024-05-20,3,0.5702666666666667,0.8151,0.49550695588794047,Team mgmt
2024-06-03,1,0.0,0.0,,Team mgmt
2024-06-17,1,0.2732,0.2732,,Team mgmt
2024-06-24,2,-0.41645,-0.41645,0.6042227445239049,Team mgmt
2024-07-01,3,0.3171333333333333,0.4588,0.2751649929284853,Team mgmt
2024-07-15,4,-0.4233,-0.5012,0.3315890830531066,Team mgmt
2024-07-22,1,0.6369,0.6369,,Team mgmt
2024-07-29,1,-0.204,-0.204,,Team mgmt
2024-08-19,2,-0.0386,-0.0386,0.054588643507601474,Team mgmt
2024-08-26,12,0.43778333333333336,0.46605,0.3126420196074776,Team mgmt
2024-09-02,10,0.43789,0.47655000000000003,0.510720879302536,Team mgmt
2024-09-09,11,0.5723363636363636,0.7383,0.3960593497765891,Team mgmt
2024-09-16,10,0.17877,0.15395,0.5217904518738021,Team mgmt
2024-09-23,1,-0.1779,-0.1779,,Team mgmt
2024-10-14,4,0.250225,0.33005,0.4654318738190012,Team mgmt
2024-10-21,17,0.12519411764705882,0.0,0.29152838942071374,Team mgmt
2024-10-28,9,0.06131111111111111,0.0,0.5567761903234648,Team mgmt
2024-11-04,3,0.48036666666666666,0.307,0.30027987500552433,Team mgmt
2024-11-25,3,0.15159999999999998,0.0,0.35608695567234694,Team mgmt
2024-12-02,13,0.21980769230769232,0.25,0.49522811488164803,Team mgmt
2025-02-24,1,-0.2716,-0.2716,,Team mgmt
2025-03-10,33,0.25858484848484853,0.3506,0.41362197575293014,Team mgmt
2025-03-17,1,0.0,0.0,,Team mgmt
2025-03-31,3,-0.1963666666666667,0.0,0.4867252852825024,Team mgmt
2025-04-07,8,-0.05211250000000001,0.0,0.42088303240245467,Team mgmt
2025-04-14,1,0.0,0.0,,Team mgmt
2025-04-28,5,0.25636000000000003,0.4215,0.3519595829069014,Team mgmt
2025-05-05,10,0.37584,0.51475,0.5222899220420271,Team mgmt
2025-05-26,1,0.0,0.0,,Team mgmt
2025-06-09,2,0.5698,0.5698,0.3872116733777535,Team mgmt
2025-06-16,1,0.0,0.0,,Team mgmt
2025-06-30,4,-0.240925,-0.41115,0.622353684946644,Team mgmt
2025-07-07,9,0.29613333333333336,0.25,0.4076187434355785,Team mgmt
2025-07-28,1,0.5719,0.5719,,Team mgmt
2025-08-25,1,0.0,0.0,,Team mgmt
2025-09-01,20,0.06049,0.0,0.5131894180924869,Team mgmt
2025-09-08,18,0.09991111111111112,0.08205000000000001,0.5968406397699856,Team mgmt
2025-09-15,3,0.7234333333333334,0.7269,0.09684654528341903,Team mgmt
2025-09-29,12,-0.043775,0.0129,0.46444971960961984,Team mgmt
2025-10-06,23,0.32865652173913046,0.5995,0.6689125658492208,Team mgmt
2025-10-13,54,-0.11485555555555556,0.0,0.39232996877949017,Team mgmt
2025-10-20,7,0.1665857142857143,0.296,0.509010374578526,Team mgmt
2025-11-03,4,-0.174475,-0.148,0.20605299277936567,Team mgmt
2025-11-17,11,0.13719090909090909,0.0,0.395290231234078,Team mgmt
2025-11-24,27,-0.0718,0.0,0.46177098469662675,Team mgmt
2025-12-01,21,-0.055842857142857145,0.0258,0.630701292666686,Team mgmt
2025-12-08,4,0.22605,0.0,0.4521,Team mgmt
2025-12-15,3,0.10653333333333333,0.0335,0.5107810914015253,Team mgmt
2025-12-29,5,0.30467999999999995,0.3818,0.17468459290962096,Team mgmt
